subject,Customer,Location,Rating,date_time,Views,complaint,Total_reviews_by_customer,Customer_follower
THINK BEFORE TAKE A PLAN,palikadada,Vijayawada India,2,"Mar 07, 2007 10:10 AM",3992 Views,"As per as my experience with METLIFE is concern i.e, customer service and staff attitude is not  upto the standards of private and corporate sector, behaves like public sector companies.Even in product range also there is no innovative plans (even though there is a one, it has its own setback and its limitations).Rates/premium are ok.Thank god I have not witnessed any settlements.The most importent thing is NO BRAND IMAGE.
Over all thing is company has to change in so many aspects like customer service, staff attitude, and look in to other private insurence companies branding and should try to match with them.
The main problum with METLIFE i.e, the Indian partners of this company is not well known and they don't have personnal image in INDIA .So trying to get establish in India may take its own time , by that market may get occupaid by other competeters and useally this people has to go for mergings
SINCE HAVING STRONG FINANCIAL SUPPORT. Why can't this company should go for more adds like other companies to get their brand image I don't understand.Company has to realise BRANDING is very very importent get good market share in INDIA.BIG HEADS of this company how could they ignore this fact really I don't understand.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
Customer service sure needs improvement,dshirvaikar,Mumbai India,2,"Oct 08, 2011 05:30 PM",5641 Views,"I bought Metprotect on 28th Sept '11 online and got a call on 1st Oct' 11 from their B'lore centre. But after promising that their vendor will call me to collect the documents and for the medical test, nothing happened for a week. Only when I called them today on 8th Oct, did their rep. call me back and has promised me that the doc  collection and test will be done shortly. Let's see how it goes.
When I asked them why no one had bothered to call me the whole week, I got a lame excuse that they tried calling but my mobile was not reachable. Surely they could have called my residence landline?
Keeping my fingers crossed for the next week.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",3 Reviews,2 Followers
What we want from Insurance?,sanjay_verma1976,Delhi India,4,"Aug 05, 2008 12:05 PM",3956 Views,"One very important aspect we forget about Insurance Co. is it's credibility to settle claims. We focus much on Branding and Advertisements and Agent's promptness to collect premium
As per my personal experience for claim settlement Metlife is the most ethical company. There was an unfortunate incident in my cousin's family. Uncle had total 3 Insurance plans from different companies. Out of which Metlife settlement was the most hassle free and Prompt. The settlement process is still awaited from rest of the 2 companies and it's already been more than 4 months.
I personally feel the first criteria of choosing insurance company should be based on it's ethical practice and credibility  to settle claims
Anyways it’s a personal decision to choose the Insurer, but I am sharing my experience because I  have seen the pain my Aunty is going through to get her claim settled from rest of the companies.
What we ultimately want is that our near and dear ones should not suffer in case of unfortunate incidents. That's the whole point of getting insured.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
I am an employee,geevi,#NAME?,4,"Apr 14, 2017 11:36 AM",5702 Views,"Nice working culture and good environment to work HR side good support and stress free job few competition lot of employment opportunity internal side good plans and benefits . Some new technologies to reduce money and paperwork all are use digital technology customers benefit
Claim settled also good be proud I am a part of the this concern

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
Does Metlife know about your review,Nambi100,Pune INDIA,1,"Oct 07, 2005 05:42 PM",3953 Views,"This is an insurance advertisement and has been put on a public medium presumably without authority. I think MS should note what the members are putting on the site. Insurance advt cannot be put without approval of IRDA made on the specific application of the Inusrance Co.
Applicable law is IRDA (Discloure & Advt) Regulations and related rules and this can possibly create problem for MS also.
Coming to Metlife specifically, my experience with them have been very dismal. TAT to let the customer know about issues is absurdly high. Would never recomend Metlife to a person whom I should be seeing for the rest of my life. The branches have no idea what their HO does and underwiters give the most absurd reasons for rejecting applications. There is no concern for the time of the customer. Product pricing is low compared to othre insurers, but quality is also low.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",9 Reviews,3 Followers
NAV and funds,jjkk123,Bangalore India,1,"Apr 05, 2010 02:38 PM",3683 Views,"I have a policy in metlife but I regret for taking one. The ULIP Fund plan(Universal fund) was claimed to be the best in 2006 but now they say the fund is dead and the NAV is too low that I lost ~12k of what I paid. Apart from this, they are not allowing me to surrender my policy too and I have to lose another 14k if I have to surrender. This is the first policy I have taken but I had such a worst experience with the service and product.
After 3 years of investment, I have to lose around 25k.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",3 Reviews,1 Follower
PNB MetLife life insurance bad experience,anwarshekh1111,Jaipur  India,2,"Oct 29, 2016 01:37 AM",6696 Views,"Hi companions A study by prevalent life guarantor PNB MetLife has tossed another light on how representatives see and yearning their life coverage plans. PNB MetLife is a main swindling insurance agency. They trick you with guarantees, by giving incorrectly messages and guarantees. They simply need to profit by bamboozling public.First, I decided for a long time installment term and 10 years development term and they gave me 10 years installment and 15 years development term. Second, they didn't give any mediclaim saying that it was to be given by some outsider organization and now they are not working with them. ULIP finance execution of PNB MetLife is most exceedingly bad in industry. The more seasoned assets of the organization are not in any case ready to beat its own particular benchmark. Stores execution of fresher assets are not under any condition noteworthy. As per its own particular reserve execution report distributed by metlife on its official site, the more established supports in which huge numbers of clients like me have contributed have not by any means coordinating the benchmark execution. Dislike this insurance agency awful experience exercise in futility.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",358 Reviews,117 Followers
MetLife - Good advice bad service,surya1972,Thane India,2,"Mar 03, 2006 06:49 PM",9043 Views,"I am not a person who would normally write reviews on products or give advice on anything, but insurance is a different matter.
I would like to share my experiences with MetLife in the best way I can put forward.
I was approached by an insurance advisor from MetLife (Mumbai) about a year back. She understood my financial needs and gave me a good advice on which plan to choose for my insurance needs. I have insurances with LIC and was skeptical about going in for a private company, however the advisor was very convincing and genuine and I decided to go for it.
Everything was promply done. I was quite happy with the services provided by the advisor.
During the month of July after the floods in Mumbai I realised that my cheque for premium was not realised and I got worried. Later I got a notice from Metlife that my premium was overdue. I immediately got in touch with my advisor. She spoke to her Bangalore office and I got a call from the customer service executive.  Looks like the cheque was damaged due to floods ( they could have informed me but NO I had to follow up) . I resend a fresh cheque again to Metlife.
Being mostly travelling I tend to forget my due dates in which case the premium reminder notices are very useful. Metlife for some unknown reasons stopped sending me reminder notices and my bad luck the advisor resigned from the company. In Feb 2006 I realised that my premiums were due and wrote a email to Metlife asking the reasons for not sending a reminder notice either thru courier, email or an SMS. I was shocked to know that my policy was lapsed and Metlife did'nt feel it necessary to inform me on the same. And the reason given was my delayed payment ( which was no way my fault) and not paying 1 premium (again no reminder notice).
I strongly feel that Metlife has not lived upto the expectations here. If they cannot update their clients that the policy has lapsed, I really don't know how will they act when there is a claim put forward to them. I really have doubts here about MetLife's efficiency.
I give utmost importance to good service. I have decided not to renew my policy with MetLife ( will lose around 6,000 Rs of premium paid) and not to go for any private insurance companies at present.
I have now taken up new policies with LIC. The good part is the agent is very reliable ( as he depends on commisions for his earnings and is a full time agent) and secondly I have a policy taken 10 yrs back from LIC and they have till date promptly send me reminder notices. Also the staff at the LIC Branch ( Borivli W) are very helpful.
I don't have a positive feelings about these private companies when it comes to insurance, Maybe they are new in the business and will take time to stabilize their operations. anyway for me it is NO PRIVATE FIRMS FOR INSURANCE & BANKING NEEDS.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",2 Reviews,null
Never go for PNB Metlife Met Smart Platinum,Prasenjitsen09,New Delhi India,1,"Jun 22, 2016 04:24 PM",11271 Views,"I had taken a plan called PNB Met Smart Platinum .
Last year.the premium is 50K per annuam. The agent said that there will be a growth of 12-13% on the invested money.
But as on date I am sitting with a loss of 20% on the invested amount. This is really ridiculous. Even if I had kept the money in savings account I would have earned 4% interest.
I am completely pissed off with the performance of the product. I dont know what to do know. every time you call customer   care they will say this is a market linked program and you have incurred loss.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
Go for PNBMetlife Without any Hesitation,smartindian2014,"Coimbatore, Tamil Nadu India",5,"Apr 21, 2014 11:22 AM",9490 Views,"I took a Met smart Platinum policy from PNB Metlife Insurance, with a premium of 100, 000 Rs per year, and my policy number was 20942459. After I was pink slipped from my job, I could not continue my premium amount and when asked the office, I was told that I can withdraw only after 5 years.
After 5 years, I was astonished to get a cheque of more than the double the amount which I has paid as premium. I was making a hue and cry about the PNB Metlife that my money was gone in my earlier blogs.
I should confess that I was wrong and I misled people. My happiness is now no bounds and I strongly recommend people to invest in PNB Metlife Insurance. Thanks.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,1 Follower
Have Not Heard Any Good About This!,rockstarksb123,Delhi India,1,"Nov 09, 2016 05:40 PM",9202 Views,"PNB is one of the major public sector banks in India and one of the trusted ones too( because we Indians trust anything funded by govt. blindly!). Around two years ago, one of my close friends took a PNB Met Smart Platinum for the growth of his investments. Leave alone the growth factor, his investments did not even break even.
He had to pay around INR 50k per annum and he was assured of a return of around 13% p.a. He gladly invested in the scheme, however, the results were entirely different. After two years, he had made a loss of more than 20 percent, instead of any gains on the investment. The adviser kept on harping the markets-down beat, whereas my own investments had grown significantly in these two years. Adding to that, the expense ratio and other hidden charges were charged in spite of my friend's portfolio being in a huge loss.
He contacted the customer care executive for lodging the complaint, however, the number was always busy. However, he kept on getting reminder calls from the company to keep investing in the scheme for profit! He visited the local branch for the loss he incurred on the investments. The officials did not pay heed to his complaints. Finally, he had to abandon the scheme and bear all the losses.
In sum, do not go for the PNB Insurance schemes. The fund managers are inept, the support staff indifferent and the services poor.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",440 Reviews,250 Followers
Lack of transparency in plan of metlife,gurinders808,Morinda India,2,"Jun 07, 2016 08:39 AM",12925 Views,"I got the plan pnb metlife gic that is guaranteed income plan. I visited to local branch of PNB before some days where I have to open my saving account at the same time I saw a poster of metlife plans after that I met to the agent in one corner of branch with whom I talked about the plans and policies of metlife he suggested me to take plan of gic in which I had to pay for  seven years then after next eight years(total fifteen years) I will get 35% of money deposited. so I want to ask my friends that what cash I will receive after seven pays of fifty thousand annually at time maturity because I found that he had lack of knowledge about the plan with less transparency.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",16 Reviews,4 Followers
Metlife- A bad experience while paying premium,Shankar_attapur,Hyderabad India,1,"Feb 04, 2012 10:38 PM",9022 Views,"I have taken term plan from Metlife(plan name is Met Suraksha) in 2007 and my policy no is 00261148. At that time premium offered by metlife was more competitive(source Outlook Money) so I went ahead with this policy. However in general my experience with metlife is not so good in terms of customer support is concerned.
In first week of Jan 2012 I applied for ECS mode payment at Begumpet office. I was told by the executive that It takes around 25 days for the process the ECS mandate application so you may have to pay the premium manually as my premium due date is 24th Jan and ECS will be effective from next year i.e 2013.(I have opted for annual premium).  However executive advised me to wait for 1-2 days after my due date and if my premium is not deducted  then only I should pay manually.
I waited till 26th evening and premium wasn't deducted via ECS so I paid online assuming that ECS will be effective from 2013.
On 31st Jan I saw in my bank statement that another premium was deducted with the same amount by Metlife. I immediately wrote mail to customer care and got an auto generated mail that they will revert back to me in next 4 days. I was impatient and immediately called to customer care. Talked to an executive. I explained him the problem but his attitude was not customer friendly. He told me that since amount has been deducted today from my bank and money has not been realized by metlife so he can't do anything. I was begging him like anything to know why did you deduct money, can you take advance request to refund my money. But to no avail, he was adamant since money is not realized, I can not rely on your statement that metlife has deducted money from your account, you should call us after 2-3 days then they can take a request to refund the money. I again insisted to show him my bank account statement but he was not ready to listen anything. I was totally helpless as I needed that money(Its Rs 10257) for some other purpose. I felt like I am not with the right Insurance company who is so insensitive about his customer. At least he could have verified whether ECS was triggered from metlife or not and could have taken advance request to refund money. But no Metlife is not bothered and he is free to deduct money from your account:(.
Exactly after 3 days(on 3rd Feb) I got another shock when metlife has deducted premium second time through ECS. In total they had three premium paid i.e they have deducted premium till 2014. Out of frustration I called to customer care and narrated the entire story. To my dismay executive refused to acknowledge that there is any extra premium paid to metlife. He was claiming that as on 3rd he can see only one premium paid which is on 26th Jan, remaining s aren't realized and not reflected in their system. In total they have deducted a total of Rs 20000 extra from my account and they are refusing to acknowledge it. They are insisting me to call after 2-3 days. I went into argument mode and told that you guys are telling lie.
I challenged him to see my bank account statement and then make a claim that Metlife has not deducted any extra money. But the executive sounded like a goonda and not ready to listen anything and we agreed to end the conversation. Not sure how soon I shall be getting my excess premium paid back to my account. I have also written mails to customer care, their grievances cell with account statement but haven't received any communication back as yet.
Overall this was a very bad experience with Metlife and thinking of discontinuing the policy from next year.
Feb 22-2012:
After writing many mails to customer care and GRO, I got one of my premium refunded on 16th Feb 2012.Still Metlife has one excess premium with them. Grievance officer named Gita is claiming that matter is closed and if I am not happy with the response then approach to IRDA. Quite frustrating.  I have written mail to IRDA and also to GRO(Metlife). If anybody can help me with what legal option do I have to get my money back and to get proper compensation for the harassment done by Metlife, that would be great.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
PNB MetLife - a Fraud company,retna,Bangalore India,1,"Mar 24, 2015 02:56 PM",9654 Views,"PNB MetLife is a number one cheating insurance company. They fool you with promises, by giving wrong messages and promises. They just want to make money by cheating public.
My mistake I had taken a life insurance policy from these idiots and now I lost the premium I paid of Rs.1.5 L. Unbelievable! There are many other ways in the world to make money. Cheating a common man like this is unforgivable.
Customer support is useless, as they always say that will get at the earliest. At the earliest never happens!

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",4 Reviews,null
This is Fraud company,null,null,1,"Jun 07, 2018 03:33 PM",Read,"I am suggesting do not invest in PNB Metlife. I was submitted all require Documents to claim but they Metlife guys are saying not received. even they do not have a policy to give acknowledgment receipt while submitting the doc. They won't reply email & phone calls as well.

...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",null,null
Fraud company with 3rd grade fund managers,hemant_israni,mumbai India,1,"Oct 09, 2015 12:41 PM",9046 Views,"7 years, investment of 100, 000/- current value 114, 000/-
I have chosen to invest in protector fund which is supposed to be most secure but the fund is returning less than 2%. When I asked customer care why so low they said we don't have that info. All of their polices have 10 year lockin period and penalties are massive.  Their only goal is to fill their own coffers and fleece people out of their hard earned money.
If I understand correctly a protector fund should generate a minimum of 7.5% return. In most cases they are passing on only 1.75% to their customers so either their fund managers are incompetent or they cheat customers out of 6% per annum and dont allow them to exit cause.
ADVICE: Choose some other policy that has some credibility and decent track record. DO NOT BUY METLIFE EVER

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",2 Reviews,null
Metlife online insurance application,adaniel,Bangalore India,3,"Nov 12, 2010 11:29 AM",5423 Views,"The following was my original post regarding a bad experience I had with Metlife's online insurance. Since then my problem has been fixed. Read the comments section to follow the whole story. Hope this helps others!
-Anand
Hi,
After shopping around online fo Term insurance, I came across Metlife's online insurance application(metlife.co.in) and applied for it on Nov 8th(going through their full application process and online netbanking payment option). I checked and my bank account was debited for the amount mentioned in the Metlife application. But since then(5 days now) I have not received any communication from them. When I login to their application system it shows that I still owe money. I have been calling on a daily basis and they keep telling it will be resolved very soon and I haven't even received a confirmation via email/phone about even my complaints. I finally submitted an online complaint and got a notification that the complaint was received. But still no sign of either the application being processed or money being returned. I will NEVER go with such a company for my insurance policy. If the customer service is so bad before getting the policy how will it be afterwards. I now need to figure out how to get them to reimburse my money. Any advice would be greatly appreciated.
Don't fall for their online application. Feels like a scam. They don't seem to have the fulfillment of the online application worked out. They only have figured out how to collect info and money. If any of you have had good experiences with the online application, please do share. But mine has been horrible.
-Anand

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",2 Reviews,3 Followers
Good company with government attitude in service,venkat1207,Trichy India,1,"Mar 17, 2007 08:48 PM",3515 Views,"I have taken a policy with metlife and many of my relatives alos taken a policy in metlife we were pleased very well till the policy bond is recived by us after that when I asked for a small coreection in a benmificiary details it took almost 1 month to take
renewal premium notice for the due date dosent come properly or it comes after I paid the due on the due date
for my brother also a policy hole\der in metlife he ger laps notice as soon as he paid the premium on the due date if we phone to the metlife office no one tells proper reply they will simply take our contact no and dont call and gv the feed back at all
very good company if it is a government company not worth to claim as MNC AND LEADING INSURANCE COMPANY IN UNITED STATES, IF THERE SERVICE WILL BE THE SAME IN US ALSO. ANY AUTHORITY OF METLIFE VIEW THIS REVIEW . . .

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
Too Bad To Invest,abrahamageorge,Cochin India,1,"Jul 17, 2011 06:35 PM",4895 Views,"I took met life insurance 3 years back by investing 1 lakh per year... that time  the agent said  there is a lock in period of 3 years after that I can  take back the money if I need.
Now when I  called customer care. they said they  will take 70 % of the first premium paid....i.e 70 000 inr.. My acc balance is now  325000.. if I ned to exit I will pay 70000. I will get back only 255000.
Met life is cheating like this and simply eating peoples money.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
Very friendly agents,Reshu1981,Hyderabad India,4,"Oct 21, 2015 11:16 PM",10617 Views,"I am not reviewing the actual insurance policies MetLife provides. This review is about the agents instead. I had a problem with my insurance policy and walked into PNB Metlife office around March 2015. Hyderabad -> Rajbhavan road office. I was prepared to have a poor customer service judging by my policy features, but to my surprise the agent there listened to our issues and he promptly setup to do what we wanted.
The agent's name is Ashok and he was a very friendly person who understands the customer's issues and suggests a solution. Not only that he went ahead and initiated the solution and promptly followed up with us on the documentation and made sure that the whole process is easy on us. I was pregnant that time and he was considerate enough to reduce my in-person visits to their office. Well, our work was completed with in the SLA he has promised. Thank you Ashok. I wish there were more people like you at some of the big named banks and financial institutions.
Thanks,
Reshu

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
My worst exp with metlife,kalyan_423,bangalore India,1,"Feb 20, 2011 02:58 AM",3247 Views,"This is one of the worst polices that I had never seen, please ask all the req questions before taking policy with metlife, I had taken policy 3 years back with metlife (2 polices) and I am paying monthly 7 thousands for metlife and the lockin period is 3 years and when I am new to this policy I don't have any information and the guy came to me he told all pros about metlife but not cons, now I came to know what are all the disadvantages of this policy, I thought as my lock in period I can with draw my funds and I was shocked to heard that if I want to take now I need to pay penalty of 70%(this will reduce from every year 60, 50 like that) off my first months premium which is the worst and no insurance company is charging this kind of thing, if I need to take my funds back I need to wait for 7 more years which is the worst thing and they will give the funds with respect to market value of today but not with highest nav (which majority of companies are providing this feature), and when I asked the guy who had taken policy from me he is telling no body will tell a front  all this kind of things which is the worst thing.
Friends, I am requesting you not to go for metlife, please please.........

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
PNB  a Fraud Co Need my refund with interest!!!!!,anayyar73,Gurgaon India,1,"Jan 30, 2016 03:55 PM",12262 Views,"I am an existing customer with PNB MET LIFE INDIA INSU CO LTD and got couple of policy
I had applied for another policy with PNB MET LIFE INDIA INSU CO LTD and made payment of Rs 20000 thru cheque on 02/09/2015.
I did not received my policy for so many months, when I called their customer support then  they mentioned that policy 21667363 was issued and document was sent on my address.
after so many email followups I have been told that policy was returned to them due to wrong address.
this was an absurd excuse given by Pnbmetlife, I am residing at same address for last many years and also an existing customer with pnb then how come they give such a louse excuse.
Now they are forcing me to accept this policy by sending document in January.
I do not want to accept this late policy and want my refund with an interest.
I am constantly following on email with them, but not getting an appropriate response.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
Very good insurance company,shishirbn,bangalore india,5,"Jan 17, 2008 12:32 PM",6936 Views,"HI,
recently when I wanted to have an insurance to cover up my home loan I was faced with many questions and doubts. I am an investor in mutual fund but ULIPs I had a doubt that they will suck all your money which you pay as premiums. But after taking a huge home loan I had to go for this rather than the conventional endowment policy which I had to pay for more than 15 years of 20K premium for a sum assurance of 5lac. But in metlife trhey have a ULIp policy called SMAT PLUS where they give max of 80-90 times the premium as sum assured. For ex if you pay a yearly premium of 25K then sum assured will be 22.5lac. This is worth a policy to check out and u will have to pay for 3 years(25K) and the life will be covered upto 90yrs. If someother happens to the insurere then the sum assured of 22.5 lac will be give to the nominee and also the units wat u get for 25k for 3 yrs. This is a wonderful policy and I fell people can go for this.
The thinsg is like about this insurance company are
Pros:
-> efficient call center for support
->low cost
-> simple payment options - they appear to have centers quite widespread and hence easy to drop cheques for payment
-> website provides good online access to the policy although at this time there is no online payment option available

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",18 Reviews,8 Followers
"Contradictory words, phrases, figures in policy do",chathayam,Trichy India,1,"Apr 22, 2012 12:10 PM",6619 Views,"I requested a one time policy but issued with Metsmart plus regular premium in 2007 with much contradictions in the documentation. The company denied cancellation of the policy eventhough the contradictory documents received to me after freelook periode. Further for surrender benfit also not complying the policy document terms & conditions in which they committed several mistakes that in favour of me. The GRO of the company vehemently contradicting his versions to not settle the surrender benefit in full and also violating the other clauses of the terms and conditions.
The drastic mistake committed by the company is traeted leaniently whereas if any simple mistake committed by the customer will bve taken very seriously. How judicious?

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
PNB MET LIFE IS NOT A WORTH TO INVEST,harirampal,"Jaipur, Rajasthan India",1,"May 03, 2018 08:22 PM",383 Views,"Dear All,
Kindly note that my experience with PNB METLIFE is not well. Their Customer care talked today on 3rd May 19:00 hours to 20:00 Hours has not shared me few basic details.
They are not skilled and they dont share you proper information, for every information you ask they will say to reach to Branch.
I am going to discontinue this and hence I recommend you all to Discontinue all your policies from PNB METLIFe.
Certainly their professional service, Their customer care, their return everything is not worth.
Please do not invest your hard earned money in PNB MET LIFe.
Thank you.
Hari

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
Avoid Metlife  and save your life,boyoboy18,Bangalore India,1,"Oct 12, 2011 11:15 PM",6995 Views,"I took Metlife policy in 2006 and the agent lied about the charges. There are lots of hidden charges. In the past 5 years I have paid more than 10k as policy charges. Due toi all these high hidden charges my fund value has just increased by 1000 rupees in last 5 years.
The biggest pain is that you can exit this policy before 10 years, otherwise you will have to pay high penalties(like 70% of the first premium if you want to exit after 3 years) - Nice way to loot customers and secure their booties.
AVOID IT AND DONT RECOMMEND IT TO OTHERS.

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",4 Reviews,null
PNB Metlife - Why i met you ?,hassan_arafat,Noida India,1,"May 27, 2016 12:37 AM",12363 Views,"I applied online for the policy on 24April 2015, and initiated the cancellation of my policy by email on 29th april because I came to know that the agent has lied to me.
I followed the protocol of cancellation - following up from the agent/customer care -> insurer grieviance cell -> GRO but no one replied to me except the automatic emails, and none has took any steps to help me get my money back, for a long period.
Moreover, after lot of days the pnb grieviance cell replies to me with my email edited wrongly and its history removed.
I wonder if these guys can give a headache when the person is alive then I wonder how easy would it be for the family to get money from these people, in case of any unfortunate incident?
My policy details -
policy num 21886999
Application ID: 30812668
Policy name: PNB Metlife's Mera term plan Policy

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",2 Reviews,2 Followers
Need suggestion on PNB Metlife smart platinum,dharmpersonal,India,2,"Feb 23, 2017 05:21 PM",6768 Views,"I would like to know about the percentage return from this policy. However, I have been told that there would be at least 14-15% return per annum on my premium deposit. Is this true?
Secondly, if I deposit 1.00 Lac per year for 10 years, on maturity PNB will pay me 22.50 Lacs
if I deposit 1.00 Lac per year for 15 years, on maturity PNB will pay me 49.98 Lacs
Is this true?
Thirdly, If I keep 125% of money with PNB, my insurance will last till 99 years.
If I can withdraw 50% money and rest opt for pension plan for me and my nominee.
Seriously, after reading the reviews, I am really very much confused rather scared to go for PNB Metlife.
I really, do not wish to block or waste my hard earn money.
Somebody, please clear my doubt and advice. I shall be highly grateful.
Thanks

 ...Google PlusEmail Flag this reviewIrrelevantFakeJunk    Report this content as inappropriate on the site:

If you find this review content irrelevant on our site, report this review! Thank You! We appreciate your effort.",1 Review,null
